,open,close,low,high,volume
2019/6/19 10:48,3735.77,3734.86,3734.86,3736.22,24361600
2019/6/19 10:49,3735.55,3733.04,3733.04,3735.55,34029600
2019/6/19 10:50,3733.36,3731.94,3731.91,3733.36,35567200
2019/6/19 10:51,3731.84,3732.54,3731.22,3732.54,30822400
2019/6/19 10:52,3732.41,3733.75,3732.41,3734.04,29822400
2019/6/19 10:53,3734.3,3733.71,3733.26,3734.3,21144800
2019/6/19 10:54,3733.65,3733.67,3733.35,3733.96,21650400
2019/6/19 10:55,3733.85,3733.07,3733.07,3734.03,25104000
2019/6/19 10:56,3733.58,3732.94,3732.86,3733.71,23268000
2019/6/19 10:57,3733.3,3732.62,3732.51,3733.35,25696800
2019/6/19 10:58,3732.86,3731.48,3731.41,3732.86,23940800
2019/6/19 10:59,3731.61,3731.18,3731.01,3731.94,22721600
2019/6/19 11:00,3731.05,3730.27,3730.07,3731.05,22832000
2019/6/19 11:01,3730.01,3728.85,3728.53,3730.01,25168000
2019/6/19 11:02,3729.34,3728.78,3728.78,3729.5,36190400
2019/6/19 11:03,3729.01,3729.14,3728.81,3729.29,31494400
2019/6/19 11:04,3729.44,3729.46,3728.97,3729.91,31329600
2019/6/19 11:05,3729.55,3730.5,3729.55,3730.5,29595200
2019/6/19 11:06,3730.51,3730.76,3730.4,3731.15,30189600
2019/6/19 11:07,3731.05,3732.05,3730.89,3732.05,25011200
2019/6/19 11:08,3732.29,3732.51,3732.21,3732.95,27656800
2019/6/19 11:09,3732.93,3734.03,3732.86,3734.03,47576000
2019/6/19 11:10,3734.36,3735.69,3734.36,3735.88,33128000
2019/6/19 11:11,3736.08,3736.31,3735.44,3736.42,25877600
2019/6/19 11:12,3735.91,3735.74,3735.67,3736.54,23144800
2019/6/19 11:13,3735.8,3735.06,3735.06,3735.94,19785600
2019/6/19 11:14,3735.25,3732.93,3732.83,3735.25,23181600
2019/6/19 11:15,3732.76,3732.23,3732.23,3733.45,21695200
2019/6/19 11:16,3732.26,3733.73,3732.26,3734.04,23077600
2019/6/19 11:17,3733.79,3735.84,3733.6,3735.84,24336000
2019/6/19 11:18,3736.7,3737.65,3736.7,3737.67,42995200
2019/6/19 11:19,3737.67,3737.64,3737.47,3738.25,23332000
2019/6/19 11:20,3738.12,3737.72,3737.29,3738.27,20047200
2019/6/19 11:21,3737.97,3739.28,3737.56,3739.28,29211200
2019/6/19 11:22,3739.13,3741,3739.13,3741,37683200
